"full_id","num_season","year_2season","num_inactive","start_month_mode_seasonPrim","end_month_mode_seasonPrim","peak_month_mode_seasonPrim","dur_day_mean_seasonPrim","dur_day_median_seasonPrim","amp_mean_seasonPrim","start_month_mode_seasonSec","end_month_mode_seasonSec","peak_month_mode_seasonSec","dur_day_mean_seasonSec","dur_day_median_seasonSec","amp_mean_seasonSec","superficie","osm_id","comm_fkt"
"w668814998",7,0,1,2,3,11,297.4,300,3.68817903723261,NA,NA,NA,NA,NA,NA,1250.38251719,NA,NA
"w668814999",5,1,0,12,7,2,351.666666666667,371,26.0968363548522,11,4,1,181,181,12.4325485540818,817.369320633,NA,NA
"w668815000",7,0,3,5,2,10,334.666666666667,320,5.49581693986497,NA,NA,NA,NA,NA,NA,998.843611951,NA,NA
"w668815019",8,1,1,6,12,9,287.8,308,41.5794638415556,12,6,3,173,173,23.7464477864504,2446.7765921,668815019,"AMBOHIMIERA_VOHIMENA"
"w668815020",7,0,1,6,4,12,329.2,308,47.5295624856969,NA,NA,NA,NA,NA,NA,9885.78797473,668815020,"AMBOHIMIERA_VOHIMENA"
"w668815021",6,0,0,4,3,8,357.4,335,16.1386735456895,NA,NA,NA,NA,NA,NA,1459.75976114,NA,NA
"w668815022",9,2,1,5,3,9,273.4,222,21.2831569306639,11,5,1,180.5,180.5,19.8846676779805,25595.1292187,668815022,"AMBOHIMIERA_VOHIMENA"
"w668815023",10,4,0,6,1,9,231.4,210,34.9573379818099,1,6,3,181,188,16.5726107257842,4047.56663367,668815023,"AMBOHIMIERA_VOHIMENA"
"w668815024",6,0,2,1,2,9,377,371,25.963004527526,NA,NA,NA,NA,NA,NA,646.187841608,NA,NA
"w668817797",8,1,2,5,5,9,284.6,243,28.0352258987317,1,6,3,152,152,11.5622433551857,8644.82680242,668817797,"AMBOHIMIERA_VOHIMENA"
"w668817798",5,0,0,3,5,10,379,370,31.3223695228956,NA,NA,NA,NA,NA,NA,2284.60127826,668817798,"AMBOHIMIERA_VOHIMENA"
"w668817799",5,0,1,5,5,10,396,405,14.721934844398,NA,NA,NA,NA,NA,NA,5597.45162792,668817799,"AMBOHIMIERA_VOHIMENA"
"w668817802",7,2,0,6,12,9,267.4,292,16.6851526484141,12,6,3,195.5,195.5,14.0227115350773,3011.28347607,668817802,"AMBOHIMIERA_VOHIMENA"
"w668817803",7,0,2,5,5,6,357.75,356,11.986703664062,NA,NA,NA,NA,NA,NA,607.747417551,NA,NA
"w668817804",8,1,2,3,1,10,289.5,289,15.1675947862253,1,10,6,271,271,17.9023340805637,1782.51100991,NA,NA
"w668817805",5,0,0,4,1,8,372,398.5,18.305373870644,NA,NA,NA,NA,NA,NA,4598.45175923,668817805,"AMBOHIMIERA_VOHIMENA"
"w668817806",6,0,1,3,2,11,365.8,327,24.3297954342083,NA,NA,NA,NA,NA,NA,4026.35431473,668817806,"AMBOHIMIERA_VOHIMENA"
"w668817919",7,0,2,7,5,11,372,307,13.7019572202508,NA,NA,NA,NA,NA,NA,1245.57059581,NA,NA
"w668819921",6,0,1,2,3,7,342,335,37.0451099667274,NA,NA,NA,NA,NA,NA,850.937428376,NA,NA
"w668819922",6,1,0,4,2,10,336.75,335.5,22.9552592564169,1,6,4,152,152,9.55196822635469,16646.3505304,668819922,"AMBOHIMIERA_VOHIMENA"
"w668819962",5,0,0,5,5,9,363.25,338.5,13.1176198175526,NA,NA,NA,NA,NA,NA,3844.61716754,668819962,"AMBOHIMIERA_VOHIMENA"
"w668819963",8,1,1,5,3,10,305.8,299,13.6557698501527,1,7,4,187,187,12.1004436473257,1962.94802762,NA,NA
"w668819964",7,2,1,4,1,7,279.333333333333,259,25.4606442166759,1,9,6,275,275,20.4502524120287,1763.74313956,NA,NA
"w668819965",6,2,1,2,11,8,258,258,3.66452951094784,11,2,5,324,324,2.93648213323065,1130.53737875,NA,NA
"w668819966",6,1,0,3,4,8,324,300,38.1450684134296,12,7,3,216,216,9.78851955700856,1314.40428947,NA,NA
"w668821133",6,0,2,6,2,10,302.25,304,27.1437500314429,NA,NA,NA,NA,NA,NA,45998.5634276,668821133,"AMBOHIMIERA_VOHIMENA"
"w668821135",8,0,2,4,12,9,313.6,307,27.0742324599716,NA,NA,NA,NA,NA,NA,1443.10172101,NA,NA
"w668821136",6,1,0,4,1,9,317.25,303.5,12.9707569737878,11,6,2,216,216,10.3509269243383,10627.3726996,668821136,"AMBOHIMIERA_VOHIMENA"
"w668821137",7,0,1,3,12,8,319.8,301,21.4336436721703,NA,NA,NA,NA,NA,NA,2744.91036466,668821137,"AMBOHIMIERA_VOHIMENA"
"w668824057",7,1,0,6,12,10,323.8,272,19.0341039720677,12,6,3,181,181,4.39579823053974,2750.01843487,668824057,"TSARATANANA_SANDRAKELY"
"w668824067",6,0,0,5,1,8,354.6,341,25.5561897856748,NA,NA,NA,NA,NA,NA,1704.01406964,NA,NA
"w668824068",7,0,1,5,5,9,343.2,370,29.12814250814,NA,NA,NA,NA,NA,NA,6044.78727002,668824068,"TSARATANANA_SANDRAKELY"
"w668824070",7,0,2,7,7,12,343.75,356,21.7978552970772,NA,NA,NA,NA,NA,NA,6006.83356972,668824070,"TSARATANANA_SANDRAKELY"
"w668824071",5,0,0,4,4,10,356.2,349,40.5109770898152,NA,NA,NA,NA,NA,NA,1008.8748875,NA,NA
"w668824072",7,0,1,5,5,10,326.6,336,38.0674661697523,NA,NA,NA,NA,NA,NA,5904.91674665,668824072,"TSARATANANA_SANDRAKELY"
"w668824073",7,1,1,2,3,10,352.75,342.5,27.8538182875479,3,2,6,349,349,24.838533545295,765.242872709,NA,NA
"w668824074",6,0,1,3,3,8,401.5,314,24.2819924984645,NA,NA,NA,NA,NA,NA,1385.96546689,NA,NA
"w668824075",6,0,1,6,2,10,345,384,47.7389508184221,NA,NA,NA,NA,NA,NA,2958.87422682,668824075,"AMBOHIMIERA_VOHIMENA"
"w668824076",8,0,2,3,2,9,317,328,31.3527949232542,NA,NA,NA,NA,NA,NA,2044.56679442,668824076,"AMBOHIMIERA_VOHIMENA"
"w668824082",8,0,2,5,5,9,310.8,350,11.8653859270536,NA,NA,NA,NA,NA,NA,7874.53177515,668824082,"TSARATANANA_SANDRAKELY"
"w668824085",6,0,0,4,6,9,374.2,370,49.8139667682796,NA,NA,NA,NA,NA,NA,1202.6425318,NA,NA
"w668824086",8,3,0,5,1,10,239.6,244,48.3585352939906,1,7,5,183.333333333333,181,31.0944864972102,724.349997216,NA,NA
"w668824087",5,0,0,4,6,10,373.25,373.5,18.7764529847389,NA,NA,NA,NA,NA,NA,8029.95223339,668824087,"TSARATANANA_SANDRAKELY"
"w668825027",6,0,1,4,2,11,364.5,362.5,20.1535346354184,NA,NA,NA,NA,NA,NA,4831.277906,668825027,"TSARATANANA_SANDRAKELY"
"w668825039",6,0,0,3,4,1,368.8,384,25.276802943452,NA,NA,NA,NA,NA,NA,1441.88108802,NA,NA
"w668825040",5,0,2,10,6,2,402.666666666667,356,26.2468926432713,NA,NA,NA,NA,NA,NA,5134.78313324,668825040,"TSARATANANA_SANDRAKELY"
"w668826396",9,2,1,6,12,9,256.6,202,28.2145049306873,1,8,4,201.5,201.5,14.4133696936844,9386.58928522,668826396,"TSARATANANA_SANDRAKELY"
"w668826397",8,2,1,6,6,10,263.4,223,28.4003724784281,1,7,4,178,178,36.9249343522822,23382.5508513,668826397,"TSARATANANA_SANDRAKELY"
"w668826398",6,0,1,5,2,10,310.5,314,18.6353830577208,NA,NA,NA,NA,NA,NA,5110.12241341,668826398,"TSARATANANA_SANDRAKELY"
"w668828330",10,3,1,7,12,9,241.833333333333,222.5,15.6104270114162,12,6,3,194.666666666667,194,18.3162122761731,2516.74553917,668828330,"TSARATANANA_SANDRAKELY"
"w668828331",9,2,1,4,1,10,280.4,280,34.5460628009671,1,7,4,152.5,152.5,20.5293624580204,7883.82950514,668828331,"TSARATANANA_SANDRAKELY"
"w668828333",8,1,2,5,2,10,312.5,314,28.3789313437076,1,7,4,167,167,13.5129497119646,2260.43551153,668828333,"TSARATANANA_SANDRAKELY"
"w668828348",5,0,1,6,6,10,377,360,25.3214705520737,NA,NA,NA,NA,NA,NA,3662.81425402,668828348,"TSARATANANA_SANDRAKELY"
"w668828349",9,3,0,5,1,10,265,258,15.9337580261743,1,7,5,153,153,9.38064568149227,6046.01240393,668828349,"TSARATANANA_SANDRAKELY"
"w668828353",5,0,0,3,4,10,459,359,23.7701613584169,NA,NA,NA,NA,NA,NA,3428.89448145,668828353,"TSARATANANA_SANDRAKELY"
"w668828354",10,3,2,6,12,9,207.2,202,26.4544171514503,12,6,3,169.333333333333,174,14.3320569451316,802.411511472,NA,NA
"w668828355",11,4,1,6,12,9,204,189,59.9466209407521,12,6,3,177,177,44.0810459595179,2680.38124748,668828355,"TSARATANANA_SANDRAKELY"
"w668828356",6,0,1,7,5,9,374,349,42.9791779410366,NA,NA,NA,NA,NA,NA,794.546411619,NA,NA
"w668828357",10,3,1,6,12,9,232.4,202,37.3799825415159,12,6,3,174.666666666667,175,34.8811509212546,9553.23605643,668828357,"TSARATANANA_SANDRAKELY"
"w668828359",6,0,0,10,4,1,333.6,292,37.7433823313599,NA,NA,NA,NA,NA,NA,1750.53341388,NA,NA
"w668828361",8,0,2,6,3,12,309.8,306,20.5935098932695,NA,NA,NA,NA,NA,NA,870.50204047,NA,NA
"w668828362",9,3,0,6,12,10,262,188,45.6443454325585,12,6,3,178.666666666667,181,43.2392643783721,12786.1012519,668828362,"TSARATANANA_SANDRAKELY"
"w668828363",7,0,2,5,5,12,335,329,46.0308390930453,NA,NA,NA,NA,NA,NA,1334.41323002,NA,NA
"w668829940",6,1,0,5,12,9,310.75,276,14.0915567542471,11,5,1,181,181,7.25388240477032,9109.71099737,668829940,"TSARATANANA_SANDRAKELY"
"w668829941",7,0,1,5,5,10,331,322,25.5924561172694,NA,NA,NA,NA,NA,NA,6881.03761659,668829941,"TSARATANANA_SANDRAKELY"
"w668829942",6,0,0,4,2,9,364.6,349,24.4558269989103,NA,NA,NA,NA,NA,NA,10705.0043775,668829942,"TSARATANANA_SANDRAKELY"
"w668829948",4,0,0,1,1,9,370,366,40.2916351116789,NA,NA,NA,NA,NA,NA,1957.81028239,NA,NA
"w668829949",7,0,1,4,3,8,338.8,300,30.4090261050454,NA,NA,NA,NA,NA,NA,1094.37038454,NA,NA
"w668830835",5,0,0,3,3,9,357.4,328,27.505750346316,NA,NA,NA,NA,NA,NA,891.268856702,NA,NA
"w668830848",7,0,1,7,4,1,327.166666666667,332,27.311411819207,NA,NA,NA,NA,NA,NA,548.253966569,NA,NA
"w668830849",5,0,0,6,6,11,373.25,369.5,26.0287170083594,NA,NA,NA,NA,NA,NA,11720.5821681,668830849,"TSARATANANA_SANDRAKELY"
"w668866625",7,0,1,4,4,10,339.2,329,28.189189002422,NA,NA,NA,NA,NA,NA,937.25474945,NA,NA
"w668866673",6,0,2,4,3,10,357.75,370,6.1832511305083,NA,NA,NA,NA,NA,NA,496.31095574,NA,NA
"w668868657",4,0,2,4,5,12,391,391,20.2595336306765,NA,NA,NA,NA,NA,NA,4277.85322743,668868657,"TSARATANANA_AMBOHINIHAONANA"
"w668868660",6,0,2,5,5,11,328,342,19.4375027675789,NA,NA,NA,NA,NA,NA,774.331442568,NA,NA
"w668868661",7,1,1,6,6,1,333,345,7.87072612639096,1,8,4,209,209,10.778280632304,2560.33839983,668868661,"TSARATANANA_AMBOHINIHAONANA"
"w668868662",6,0,0,6,6,10,329.4,355,15.2039575824653,NA,NA,NA,NA,NA,NA,11291.9458586,668868662,"TSARATANANA_AMBOHINIHAONANA"
"w668868663",7,0,1,6,6,2,337.6,357,13.8720598941547,NA,NA,NA,NA,NA,NA,5021.91561157,668868663,"TSARATANANA_AMBOHINIHAONANA"
"w668868664",7,0,1,4,1,9,335,294,36.1161555109659,NA,NA,NA,NA,NA,NA,1278.5043225,NA,NA
"w668868665",9,2,2,7,7,10,223,187,9.80191643128436,12,8,3,192.5,192.5,16.0531318634097,2076.32290519,668868665,"TSARATANANA_AMBOHINIHAONANA"
"w668868666",9,2,2,7,2,10,251.333333333333,251,30.5621613088386,2,6,4,148.5,148.5,12.188359805872,3821.57538696,668868666,"TSARATANANA_AMBOHINIHAONANA"
"w668868667",8,0,2,6,6,3,293.2,265,16.1805943652637,NA,NA,NA,NA,NA,NA,1147.38188463,NA,NA
"w668868668",7,0,2,4,1,9,329.5,313.5,28.5193893707875,NA,NA,NA,NA,NA,NA,942.60362296,NA,NA
"w668868674",8,0,3,5,6,10,310.75,321.5,35.3669946665704,NA,NA,NA,NA,NA,NA,1476.5898553,NA,NA
"w668870981",8,3,0,6,1,10,176,174,34.8649200984412,1,6,3,176,154,21.228255890091,4673.29323835,668870981,"TSARATANANA_AMBOHINIHAONANA"
"w668870986",8,2,1,6,1,10,246,230,24.9215680455938,1,7,5,173,173,17.4753469783016,25589.2071101,668870986,"TSARATANANA_AMBOHINIHAONANA"
"w668870987",5,0,1,4,5,12,414.666666666667,399,23.2492219421286,NA,NA,NA,NA,NA,NA,2357.8001799,668870987,"TSARATANANA_AMBOHINIHAONANA"
"w668870990",6,0,0,5,7,11,364.6,384,55.3348603542212,NA,NA,NA,NA,NA,NA,471.265317988,NA,NA
"w668870993",5,0,1,3,3,9,325,335,21.3373174411914,NA,NA,NA,NA,NA,NA,1314.87122613,NA,NA
"w668870995",8,1,2,4,1,9,315.5,317,39.7120829392606,1,5,3,147,147,7.07724317775835,1213.63073054,NA,NA
"w668870996",5,0,0,3,1,10,373.5,362.5,15.1128507481882,NA,NA,NA,NA,NA,NA,7557.42644606,668870996,"TSARATANANA_AMBOHINIHAONANA"
"w668870999",6,0,0,5,5,11,362.8,362,16.0989582328782,NA,NA,NA,NA,NA,NA,18329.1587459,668870999,"TSARATANANA_AMBOHINIHAONANA"
"w668882678",5,0,3,1,4,11,428.666666666667,440,17.8549663058534,NA,NA,NA,NA,NA,NA,464.414689784,NA,NA
"w668885544",8,3,0,5,1,10,280.2,279,51.5725426287359,1,6,4,151,153,27.7356148990937,1504.84423285,NA,NA
"w668885545",7,2,1,6,1,9,252.5,233.5,52.6588816937464,1,6,3,160.5,160.5,24.4486606073028,1973.00884079,NA,NA
"w668885546",8,3,0,2,1,10,267.8,301,44.8684978456668,12,6,3,178.666666666667,181,33.8017512256627,2765.55950647,668885546,"AMBOHIMIERA_MANARINONY"
"w668885547",6,1,0,1,2,4,413.5,425.5,27.7088806103846,1,11,5,307,307,12.9755580615898,1595.55780661,NA,NA
"w668885548",6,0,1,3,12,7,305.5,289.5,26.378450507995,NA,NA,NA,NA,NA,NA,1163.22127776,NA,NA
"w668888019",5,0,0,4,6,10,373.5,366.5,47.6681699615283,NA,NA,NA,NA,NA,NA,2502.12802266,668888019,"AMBOHIMIERA_MANARINONY"
"w668888020",6,0,0,6,5,11,350.2,327,11.648960771045,NA,NA,NA,NA,NA,NA,10573.084763,668888020,"AMBOHIMIERA_MANARINONY"
"w668888021",7,0,2,4,5,9,332.75,327,13.7824797241798,NA,NA,NA,NA,NA,NA,6542.04985618,668888021,"AMBOHIMIERA_MANARINONY"
"w668888022",5,0,1,3,6,12,474.666666666667,315,9.44746052623271,NA,NA,NA,NA,NA,NA,8295.90707891,668888022,"AMBOHIMIERA_MANARINONY"
"w668888031",7,0,1,5,5,9,332,342,24.799607812719,NA,NA,NA,NA,NA,NA,2423.96468068,668888031,"AMBOHIMIERA_MANARINONY"
"w668890281",7,2,0,6,12,10,297.4,294,15.6210329248784,12,6,3,166.5,166.5,12.0082505170717,14053.0577095,668890281,"AMBOHIMIERA_MANARINONY"
"w668890283",9,2,2,6,1,9,241.4,217,51.3575701243078,1,6,3,164,164,34.5582448474548,25411.6211197,668890283,"AMBOHIMIERA_MANARINONY"
"w668890284",8,2,1,7,1,10,269.4,266,38.3734631253528,1,6,4,167,167,16.710152206943,7177.80777224,668890284,"AMBOHIMIERA_MANARINONY"
"w668890285",7,0,4,11,7,3,331,280,25.260782599848,NA,NA,NA,NA,NA,NA,3546.74824602,668890285,"AMBOHIMIERA_MANARINONY"
"w668890286",7,2,0,6,1,10,266.6,279,33.5694046450318,1,6,4,177,177,16.3702986401145,1483.95808888,NA,NA
"w668890287",9,1,2,4,1,9,286,285,10.8908683788916,12,5,3,166,166,4.22060567957568,1089.29379452,NA,NA
"w668890288",9,3,0,6,1,10,281.4,313,44.9152765832838,1,6,3,151,153,22.4697734735707,6483.32658223,668890288,"AMBOHIMIERA_MANARINONY"
"w668890289",6,0,2,11,4,3,309,297.5,6.2661019742073,NA,NA,NA,NA,NA,NA,2694.28630765,668890289,"AMBOHIMIERA_MANARINONY"
"w668890290",7,1,0,4,4,9,339.4,385,15.5455131558843,1,6,3,159,159,3.51274385686818,2699.0014512,668890290,"AMBOHIMIERA_MANARINONY"
"w668890292",9,2,2,6,6,9,229.8,202,35.7549786885732,12,6,3,174,174,22.2060222033599,1977.91556099,NA,NA
"w668899110",6,0,0,6,4,10,356,378,25.8570420897534,NA,NA,NA,NA,NA,NA,1232.23923893,NA,NA
"w668899111",6,0,1,4,2,9,375.25,355.5,33.3278055046516,NA,NA,NA,NA,NA,NA,645.397448161,NA,NA
"w668899112",6,0,0,3,3,10,365.6,391,8.36721266205559,NA,NA,NA,NA,NA,NA,5081.01030637,668899112,"AMBOHIMIERA_VOHIMENA"
"w668899116",7,0,1,4,4,9,322.6,321,18.3579432420549,NA,NA,NA,NA,NA,NA,2207.29451697,668899116,"AMBOHIMIERA_VOHIMENA"
"w668899143",5,0,0,4,4,11,413.75,349,18.7983548311606,NA,NA,NA,NA,NA,NA,667.661960549,NA,NA
"w668904927",10,4,0,6,12,9,236.4,222,50.2963654006675,12,6,3,162.5,157,27.1955991262862,1844.87966721,NA,NA
"w668904928",5,0,0,5,5,10,364.75,342,24.9994600931406,NA,NA,NA,NA,NA,NA,1966.4583675,NA,NA
"w668904930",9,0,3,5,1,10,252.6,238,21.2532935055112,NA,NA,NA,NA,NA,NA,7967.60799177,668904930,"AMBOHIMIERA_VOHIMENA"
"w668904933",9,1,3,5,2,10,277.75,272.5,19.8168347852808,1,8,5,222,222,12.0358098254834,3132.7856256,668904933,"AMBOHIMIERA_VOHIMENA"
"w668904934",6,0,0,5,5,9,357.4,363,28.8265075593711,NA,NA,NA,NA,NA,NA,1601.92462891,NA,NA
"w668904935",6,0,2,1,6,10,486.666666666667,454,8.71685371767059,NA,NA,NA,NA,NA,NA,3142.31866337,668904935,"AMBOHIMIERA_VOHIMENA"
"w668904936",10,4,0,6,1,10,243.8,208,24.2223155581885,1,6,3,156.5,156,15.1370311171942,37409.3917335,668904936,"AMBOHIMIERA_VOHIMENA"
"w668904937",8,1,2,4,1,9,329.75,320.5,16.8887150848385,11,7,3,243,243,13.2781139612962,911.096793367,NA,NA
"w668905560",8,1,1,5,5,9,296.666666666667,276.5,18.8537748249055,12,5,2,139,139,6.37454631437036,3728.84913912,668905560,"AMBOHIMIERA_VOHIMENA"
"w668905565",9,1,2,6,12,9,286.2,203,25.5772187028596,12,6,3,167,167,13.2181941837516,1252.74268194,NA,NA
"w668912826",9,2,1,6,12,9,271,210,33.5118003647092,12,6,3,174,174,26.3433770251334,29562.341874,668912826,"AMBOHIMIERA_VOHIMENA"
"w668912834",10,4,0,6,12,9,232.8,195,34.520321717956,12,6,3,174.25,174.5,27.9437959917096,98495.0685441,668912834,"AMBOHIMIERA_VOHIMENA"
"w668912848",7,0,1,5,5,10,350.2,350,35.1485596444627,NA,NA,NA,NA,NA,NA,523.756219739,NA,NA
"w668912869",6,0,2,3,8,12,310.75,325.5,16.7836458087593,NA,NA,NA,NA,NA,NA,1704.57305139,NA,NA
"w668912871",8,3,0,5,12,9,242,216,19.1666728876105,12,6,4,171.666666666667,167,14.2302910236986,5142.34210794,668912871,"AMBOHIMIERA_VOHIMENA"
"w668912875",6,1,1,4,1,9,276.666666666667,278,6.06979755753966,1,10,5,265,265,2.67413720292143,2383.30245543,668912875,"AMBOHIMIERA_VOHIMENA"
"w668912877",5,0,1,6,6,10,437.666666666667,446,13.0293292165731,NA,NA,NA,NA,NA,NA,9599.98883332,668912877,"AMBOHIMIERA_VOHIMENA"
"w668981913",4,0,1,1,6,10,414.333333333333,425,14.2473044009146,NA,NA,NA,NA,NA,NA,4780.16426441,668981913,"RANOMAFANA_VOHIMARINA"
"w668981914",8,1,2,4,11,8,312,317.5,7.98913815706762,10,2,12,119,119,2.81124533693754,2202.5360854,668981914,"RANOMAFANA_VOHIMARINA"
"w668981915",5,0,0,4,1,9,369.75,376.5,18.3216146754225,NA,NA,NA,NA,NA,NA,3327.30244468,668981915,"RANOMAFANA_VOHIMARINA"
"w668981916",7,0,2,5,1,9,331,348,27.8277390022645,NA,NA,NA,NA,NA,NA,14141.7222053,668981916,"RANOMAFANA_VOHIMARINA"
"w668981917",8,0,2,7,2,9,298.8,286,7.39685290956378,NA,NA,NA,NA,NA,NA,1699.33006147,NA,NA
"w668981919",6,0,0,4,4,9,356,328,13.3859284763753,NA,NA,NA,NA,NA,NA,6022.50078717,668981919,"RANOMAFANA_SAHANDRAZANA"
"w668996991",5,0,1,6,6,2,314.333333333333,335,16.3376378798335,NA,NA,NA,NA,NA,NA,4420.84562917,668996991,"RANOMAFANA_SAHANDRAZANA"
"w669001469",6,1,1,6,5,8,232.333333333333,195,1.96029899694968,11,4,2,160,160,0.827767095601957,2184.07769668,NA,NA
"w669001470",6,0,0,4,1,9,353.4,329,19.3035233681705,NA,NA,NA,NA,NA,NA,6513.16489771,669001470,"RANOMAFANA_SAHANDRAZANA"
"w669001472",6,0,1,6,2,9,335.25,338.5,11.723281152735,NA,NA,NA,NA,NA,NA,10899.5582251,669001472,"RANOMAFANA_SAHANDRAZANA"
"w669001497",7,1,0,6,6,2,347.8,350,19.1983921803687,1,6,3,146,146,21.1667572939386,6130.11846365,669001497,"RANOMAFANA_SAHANDRAZANA"
"w669001498",7,0,2,1,5,9,324.5,324,35.6965538759959,NA,NA,NA,NA,NA,NA,963.329774979,NA,NA
"w669001499",8,1,2,9,6,3,349.25,276,9.93026768263091,12,6,2,167,167,9.60168942031958,6017.28239821,669001499,"RANOMAFANA_SAHANDRAZANA"
"w669004493",7,1,1,3,3,8,377,345.5,16.1598395967119,3,10,6,224,224,4.89321455119075,1150.63581633,NA,NA
"w669004494",8,0,2,4,11,9,298.6,279,10.3353358564676,NA,NA,NA,NA,NA,NA,43931.8566338,669004494,"RANOMAFANA_SAHANDRAZANA"
"w669004500",7,0,1,5,1,8,349,378,20.353752420146,NA,NA,NA,NA,NA,NA,1985.50294928,NA,NA
"w669004503",6,1,0,6,5,11,322.75,342.5,11.5462973578116,12,6,3,154,154,3.80356902442612,31233.062367,669004503,"RANOMAFANA_SAHANDRAZANA"
"w669004515",7,0,3,1,12,6,336.75,315,23.8422688919516,NA,NA,NA,NA,NA,NA,943.39674868,NA,NA
"w669009619",7,0,1,5,6,1,351.8,355,24.9554430060828,NA,NA,NA,NA,NA,NA,250884.33487,669009619,"RANOMAFANA_VOHIMARINA"
"w669009620",5,0,1,3,5,12,472.666666666667,350,14.7183560487037,NA,NA,NA,NA,NA,NA,16592.8497722,669009620,"RANOMAFANA_VOHIMARINA"
"w669009622",6,0,0,4,4,12,377,364,14.7928131658509,NA,NA,NA,NA,NA,NA,1486.8127925,NA,NA
"w669009623",6,0,1,7,12,12,352.25,310,11.0157731892926,NA,NA,NA,NA,NA,NA,3595.13277826,669009623,"RANOMAFANA_VOHIMARINA"
"w669009625",6,0,0,4,4,11,370,383,21.7759036256264,NA,NA,NA,NA,NA,NA,1182.54995173,NA,NA
"w669040678",7,1,0,1,3,12,346.2,335,30.4970846280559,1,6,3,146,146,10.5449275115903,1936.48691977,NA,NA
"w669040679",6,0,1,3,1,10,347.25,307.5,22.3238071028056,NA,NA,NA,NA,NA,NA,1187.75851379,NA,NA
"w669040680",5,0,0,4,2,10,371.4,377,14.8485562174422,NA,NA,NA,NA,NA,NA,13509.828832,669040680,"RANOMAFANA_SAHANDRAZANA"
"w669040681",8,0,3,9,5,3,363.25,356.5,7.92811222393461,NA,NA,NA,NA,NA,NA,2137.56535549,669040681,"RANOMAFANA_SAHANDRAZANA"
"w669040682",6,0,0,4,1,8,358.6,356,15.8329278820762,NA,NA,NA,NA,NA,NA,8445.9403962,669040682,"RANOMAFANA_SAHANDRAZANA"
"w669040694",6,1,1,4,1,8,319,273,16.2722279987844,1,8,5,230,230,5.05702445008605,2007.03350044,669040694,"RANOMAFANA_SAHANDRAZANA"
"w669041211",7,0,0,2,9,6,315.166666666667,328,12.0951366392755,NA,NA,NA,NA,NA,NA,3518.23752978,669041211,"RANOMAFANA_SAHANDRAZANA"
"w669041212",7,0,1,3,12,9,339.2,321,28.1738775351895,NA,NA,NA,NA,NA,NA,3185.07289159,669041212,"RANOMAFANA_SAHANDRAZANA"
"w669041213",7,0,1,4,4,8,350,357,24.8987396428765,NA,NA,NA,NA,NA,NA,8794.05574795,669041213,"RANOMAFANA_SAHANDRAZANA"
"w669041214",5,0,1,6,5,1,360.333333333333,356,14.2816410522009,NA,NA,NA,NA,NA,NA,4949.11069095,669041214,"RANOMAFANA_SAHANDRAZANA"
"w669042524",8,0,3,12,5,4,318,355,6.53611232967399,NA,NA,NA,NA,NA,NA,5655.68545479,669042524,"RANOMAFANA_SAHANDRAZANA"
"w669042525",8,2,0,2,12,7,304.2,279,10.4689440662185,12,6,3,194.5,194.5,9.90455939649519,1823.57793288,NA,NA
"w669042528",6,0,0,4,4,10,363.2,343,16.0840962713882,NA,NA,NA,NA,NA,NA,4306.90518383,669042528,"RANOMAFANA_SAHANDRAZANA"
"w669042529",6,0,0,3,4,8,371.6,349,14.2463361881481,NA,NA,NA,NA,NA,NA,11514.6497197,669042529,"RANOMAFANA_SAHANDRAZANA"
"w669042530",6,0,0,4,4,10,363,356,10.8354617332485,NA,NA,NA,NA,NA,NA,11550.2628917,669042530,"RANOMAFANA_SAHANDRAZANA"
"w669042531",6,0,0,5,2,10,355.8,350,16.4435725525378,NA,NA,NA,NA,NA,NA,2232.87860904,669042531,"RANOMAFANA_SAHANDRAZANA"
"w669042550",6,1,1,4,4,7,310.75,300.5,30.1212730290328,4,7,6,119,119,7.5544248227902,2705.72419494,669042550,"RANOMAFANA_SAHANDRAZANA"
"w669044382",9,0,4,11,6,9,312.25,313.5,11.7122449688352,NA,NA,NA,NA,NA,NA,5657.97265161,669044382,"RANOMAFANA_SAHANDRAZANA"
"w669044383",9,1,4,6,12,9,251.5,227,28.6769432497625,12,6,2,159,159,22.0947039059882,1697.56365234,NA,NA
