"full_id","num_season","year_2season","num_inactive","start_month_mode_seasonPrim","end_month_mode_seasonPrim","peak_month_mode_seasonPrim","dur_day_mean_seasonPrim","dur_day_median_seasonPrim","amp_mean_seasonPrim","start_month_mode_seasonSec","end_month_mode_seasonSec","peak_month_mode_seasonSec","dur_day_mean_seasonSec","dur_day_median_seasonSec","amp_mean_seasonSec","perc_max","osm_id","rcf_superficie","comm_fkt"
"w671249632",5,0,0,3,3,10,350.5,362.5,7.69836527848903,NA,NA,NA,NA,NA,NA,64.7970936047678,671249632,3947.128,"TSARATANANA_MAROFOTOTRA"
"w671249635",5,0,1,5,3,10,452.5,413,22.5423500004597,NA,NA,NA,NA,NA,NA,84.3447751201925,671249635,2214.78,"TSARATANANA_AMBOHINIHAONANA"
"w671249645",9,2,1,6,2,10,261,244,15.8618087447684,2,6,5,149.5,149.5,5.78024246380108,47.8701909709584,671249645,11033.84,"TSARATANANA_AMBOHINIHAONANA"
"w671259306",5,0,0,5,5,8,368.25,363,7.32642077283008,NA,NA,NA,NA,NA,NA,65.270762707431,671259306,4196.214,"AMBOHIMIERA_AMBOHIMILANJA"
"w671259309",6,0,1,5,5,11,357.5,363.5,19.2443439624602,NA,NA,NA,NA,NA,NA,85.2999522661149,671259309,14905.533,"AMBOHIMIERA_AMBOHIMILANJA"
"w671260793",7,0,1,10,4,10,300,300,15.7305004913947,NA,NA,NA,NA,NA,NA,83.2677942134847,671260793,12010.51,"AMBOHIMIERA_AMBOHIMILANJA"
"w671260799",8,0,2,6,2,10,328.4,293,21.4969942619313,NA,NA,NA,NA,NA,NA,92.1347177629842,671260799,3067.998,"AMBOHIMIERA_AMBOHIMILANJA"
"w671260800",6,0,2,5,3,9,314,314,22.3186783952594,NA,NA,NA,NA,NA,NA,81.1907725948531,671260800,14123.15,"AMBOHIMIERA_AMBOHIMILANJA"
"w671260801",5,0,0,10,3,5,396.6,427,0.780403110807108,NA,NA,NA,NA,NA,NA,50.9950913080372,671260801,8431.87,"AMBOHIMIERA_AMBOHIMILANJA"
"w671261038",7,0,2,5,5,9,312,288.5,19.8369461951774,NA,NA,NA,NA,NA,NA,95.3929556486933,671261038,5184.199,"AMBOHIMIERA_AMBOHIMILANJA"
"w671266242",7,0,1,3,3,8,336.2,320,4.55648586443206,NA,NA,NA,NA,NA,NA,24.3109936475604,671266242,6872.95,"AMBOHIMIERA_SAHASOMANGANA"
"w671268287",6,0,0,5,3,9,357.2,342,18.5647280324901,NA,NA,NA,NA,NA,NA,75.2658427671412,671268287,7578.117,"AMBOHIMIERA_SAHASOMANGANA"
"w671268290",5,0,1,6,6,10,338.25,369.5,12.3105236505128,NA,NA,NA,NA,NA,NA,69.4361888167442,671268290,5868.452,"AMBOHIMIERA_SAHASOMANGANA"
"w671268291",6,1,1,4,3,9,310.5,321.5,9.6042102702139,1,7,4,181,181,3.49023882255347,72.0167908182732,671268291,2535.449,"AMBOHIMIERA_SAHASOMANGANA"
"w671268292",10,4,0,4,1,9,247,251,29.4289307945553,1,6,4,159.75,160,19.5121783749656,83.2684341698322,671268292,6392.039,"AMBOHIMIERA_SAHASOMANGANA"
"w671268294",10,4,1,6,12,9,196.4,194,35.8952275968877,12,6,3,175.75,177.5,28.2918737217226,95.7496513404151,671268294,11454.138,"AMBOHIMIERA_SAHASOMANGANA"
"w671268296",9,1,2,6,1,9,281.6,258,28.9466474721851,12,6,3,167,167,19.8190443727073,63.5375721800487,671268296,117291.449,"AMBOHIMIERA_SAHASOMANGANA"
"w671268300",6,0,0,3,3,10,363.2,377,13.4041408685057,NA,NA,NA,NA,NA,NA,49.8640971698956,671268300,19556.911,"AMBOHIMIERA_SAHASOMANGANA"
"w671268303",6,1,0,4,2,9,364.75,384,6.13814987800512,2,3,6,405,405,4.85838837435407,36.1041672937203,671268303,2046.13,"AMBOHIMIERA_SAHASOMANGANA"
"w671268304",8,1,1,4,4,9,311.4,321,12.2004111706653,1,7,4,187,187,6.27037752817573,52.4865517644065,671268304,3367.563,"AMBOHIMIERA_SAHASOMANGANA"
"w671268309",7,0,2,4,4,11,333.25,318,14.8764062961052,NA,NA,NA,NA,NA,NA,89.1399697594577,671268309,5925.694,"AMBOHIMIERA_SAHASOMANGANA"
"w671275467",9,1,2,6,1,9,286.8,285,25.4061153797288,12,6,3,168,168,16.8858552260322,78.3490240198802,671275467,7406.773,"AMBOHIMIERA_SAHASOMANGANA"
"w671275468",8,1,1,6,1,9,315.2,327,24.5389497092732,1,6,3,147,147,6.148829763376,50.553053343524,671275468,28408.903,"AMBOHIMIERA_SAHASOMANGANA"
"w671275470",6,0,0,2,2,9,378.2,355,17.208152361505,NA,NA,NA,NA,NA,NA,88.7781964735332,671275470,2457.247,"AMBOHIMIERA_SAHASOMANGANA"
"w671275480",8,1,1,5,1,9,308.2,321,40.7477374319918,1,6,3,174,174,22.6612923952738,90.8765002753076,671275480,3990.445,"AMBOHIMIERA_SAHASOMANGANA"
"w671275481",6,0,1,5,5,9,337,339.5,30.9784110975224,NA,NA,NA,NA,NA,NA,97.8519564626632,671275481,3113.902,"AMBOHIMIERA_SAHASOMANGANA"
"w671275491",10,3,1,6,1,9,236.6,209,25.9519363702674,12,6,3,169.333333333333,173,20.1350529058718,57.8974594179919,671275491,52579.101,"AMBOHIMIERA_SAHASOMANGANA"
"w671275500",8,1,2,2,1,8,380.25,373.5,15.6451631444822,12,7,4,209,209,19.5345795971848,69.6994521173478,671275500,6257.026,"AMBOHIMIERA_SAHASOMANGANA"
"w671275501",6,0,1,2,2,8,334.8,334,18.3695573198449,NA,NA,NA,NA,NA,NA,88.07441063601,671275501,7930.756,"AMBOHIMIERA_SAHASOMANGANA"
"w671275502",6,0,0,5,2,10,342.2,328,20.4907378225168,NA,NA,NA,NA,NA,NA,74.1301901474925,671275502,4733.191,"AMBOHIMIERA_SAHASOMANGANA"
"w671275504",8,2,1,6,6,9,235.25,209,23.7214648961427,12,6,3,153,153,8.63566287411989,71.4328998814476,671275504,2869.616,"AMBOHIMIERA_SAHASOMANGANA"
"w671275505",8,2,0,6,12,9,295.8,335,36.8113171383156,12,6,3,167.5,167.5,22.2030495744238,80.1810685026959,671275505,7787.022,"AMBOHIMIERA_SAHASOMANGANA"
"w671281193",6,0,1,5,5,3,334.75,314,18.3993007876011,NA,NA,NA,NA,NA,NA,68.1047782515084,671281193,4792.691,"TSARATANANA_VOHITRARIVO"
"w671281196",6,0,0,4,6,10,360.2,371,23.3133484073722,NA,NA,NA,NA,NA,NA,81.3957976639844,671281196,8384.79,"TSARATANANA_VOHITRARIVO"
"w671281214",7,0,1,5,5,9,329.6,320,12.548726192167,NA,NA,NA,NA,NA,NA,96.8392000011732,671281214,3324.131,"TSARATANANA_VOHITRARIVO"
"w671281215",6,0,1,6,6,3,340.8,306,6.72664687115491,NA,NA,NA,NA,NA,NA,61.1430833523387,671281215,3486.73,"TSARATANANA_VOHITRARIVO"
"w671283506",8,1,1,6,2,10,294.2,286,21.3754068042285,2,6,4,146,146,6.70400930770449,73.7483353835162,671283506,2495.631,"TSARATANANA_AMBATOHARANANA"
"w671283515",6,0,0,5,5,10,367,355,21.4182026349883,NA,NA,NA,NA,NA,NA,76.3964320628309,671283515,3216.444,"TSARATANANA_AMBATOHARANANA"
"w671283518",5,0,2,6,6,11,351,356,29.048321329459,NA,NA,NA,NA,NA,NA,89.0182573742863,671283518,3030.239,"TSARATANANA_AMBATOHARANANA"
"w671283521",4,0,0,8,7,1,358,363,19.5431426561796,NA,NA,NA,NA,NA,NA,95.7975309921023,671283521,5121.095,"TSARATANANA_AMBATOHARANANA"
"w671286161",6,0,0,6,6,10,350.6,362,16.5624308002913,NA,NA,NA,NA,NA,NA,72.2876493201262,671286161,8962.325,"TSARATANANA_AMBATOHARANANA"
"w671286167",7,0,1,6,1,9,337.4,334,13.2257053358696,NA,NA,NA,NA,NA,NA,61.5913029342033,671286167,2569.931,"TSARATANANA_AMBATOHARANANA"
"w671286168",8,0,3,7,4,10,331.25,299.5,26.220301574476,NA,NA,NA,NA,NA,NA,96.0546127778988,671286168,2171.249,"TSARATANANA_AMBATOHARANANA"
"w671286169",7,1,1,7,5,10,308.5,338.5,10.4474974878716,1,10,5,287,287,9.46144250230639,69.6268769305419,671286169,2306.166,"TSARATANANA_AMBATOHARANANA"
"w671286170",5,0,0,5,5,10,365,373.5,15.9317038539054,NA,NA,NA,NA,NA,NA,58.4786389611191,671286170,12580.922,"TSARATANANA_AMBATOHARANANA"
"w671286172",7,0,2,4,4,10,336.8,329,3.65278224574985,NA,NA,NA,NA,NA,NA,27.7549773065796,671286172,2123.664,"TSARATANANA_AMBATOHARANANA"
"w671286173",7,0,1,6,2,10,333.6,335,18.9341729429273,NA,NA,NA,NA,NA,NA,72.5035384105031,671286173,3693.219,"TSARATANANA_AMBATOHARANANA"
"w671288549",6,0,0,4,4,11,357.4,362,20.8927898646114,NA,NA,NA,NA,NA,NA,92.9879950138067,671288549,3316.137,"TSARATANANA_AMBOHINIHAONANA"
"w671288552",6,0,1,5,5,11,432.75,363.5,23.8208860527832,NA,NA,NA,NA,NA,NA,83.071924115489,671288552,2981.478,"TSARATANANA_AMBOHINIHAONANA"
"w671288553",7,0,1,6,6,10,332,334,25.6837967681525,NA,NA,NA,NA,NA,NA,77.8662644053501,671288553,2284.815,"TSARATANANA_AMBOHINIHAONANA"
"w671291383",6,0,0,4,4,9,373,370,15.2867976727145,NA,NA,NA,NA,NA,NA,57.6450701609645,671291383,3425.104,"TSARATANANA_AMBOHINIHAONANA"
"w671291386",9,3,0,5,2,10,259.4,272,19.3712604907939,2,7,5,169.333333333333,161,15.1350893723411,53.0140822160352,671291386,2526.079,"TSARATANANA_AMBOHINIHAONANA"
"w671291389",6,0,1,5,6,12,328.25,377,8.98950200518867,NA,NA,NA,NA,NA,NA,62.8567111463811,671291389,17865.35,"TSARATANANA_AMBOHINIHAONANA"
"w671291395",6,0,2,5,5,2,309,294,3.39172500914464,NA,NA,NA,NA,NA,NA,33.0658451575734,671291395,2617.479,"TSARATANANA_AMBOHINIHAONANA"
"w671291402",6,0,1,4,5,12,349,338.5,16.7072218125682,NA,NA,NA,NA,NA,NA,77.9547729455281,671291402,10998.374,"TSARATANANA_AMBOHINIHAONANA"
"w671291404",8,1,1,2,2,9,291.2,307,9.53267864590872,12,7,3,231,231,13.0178154376304,58.9688112523705,671291404,3473.988,"TSARATANANA_AMBOHINIHAONANA"
"w671291405",8,2,1,7,1,11,276,279,19.2938563972213,1,7,5,160,160,12.6808218044969,89.6391010246153,671291405,4383.694,"TSARATANANA_AMBOHITSARA I"
"w671294627",6,0,0,5,4,10,358.8,342,19.2077671844474,NA,NA,NA,NA,NA,NA,75.0902375069026,671294627,3525.855,"TSARATANANA_AMBOHITSARA I"
"w671297680",5,0,2,5,5,11,386.333333333333,378,11.3493336518164,NA,NA,NA,NA,NA,NA,66.3744692771257,671297680,6203.762,"TSARATANANA_TSARATANANA"
"w671297683",5,0,0,4,2,10,354.25,338,12.2653023562646,NA,NA,NA,NA,NA,NA,65.5702414531957,671297683,10693.178,"TSARATANANA_AMBOHITSARA I"
"w671297684",6,0,2,6,6,11,356,370,12.9530406268244,NA,NA,NA,NA,NA,NA,77.1650159281961,671297684,10207.245,"TSARATANANA_AMBOHITSARA I"
"w671297689",8,2,1,5,1,10,294.6,308,29.0645546845511,1,7,4,155.5,155.5,8.94725871203681,96.1312946727289,671297689,2996.262,"TSARATANANA_AMBOHITSARA I"
"w671308606",10,3,1,7,1,9,241.6,195,9.18879860452657,1,8,3,173.333333333333,187,7.58644511474749,54.6893254496459,671308606,5426.103,"TSARATANANA_TSARATANANA"
"w671308607",5,0,2,5,7,12,384,384,7.47100920245946,NA,NA,NA,NA,NA,NA,51.9724504562388,671308607,2792.178,"TSARATANANA_TSARATANANA"
"w671308617",5,0,0,6,6,1,369.75,370,10.3588810797169,NA,NA,NA,NA,NA,NA,49.3704588513603,671308617,50820.392,"TSARATANANA_TSARATANANA"
"w671313092",8,1,2,6,6,9,268,251,29.0446588540878,12,6,3,195,195,29.5575826189648,86.5915874850904,671313092,9825.88,"TSARATANANA_TSARATANANA"
"w671313093",5,0,0,6,1,9,377,383.5,15.6351531076923,NA,NA,NA,NA,NA,NA,68.2055175258813,671313093,11723.69,"TSARATANANA_TSARATANANA"
"w671313099",6,0,0,4,6,8,375.6,370,15.5360223418982,NA,NA,NA,NA,NA,NA,91.6922291384069,671313099,6760.198,"TSARATANANA_TSARATANANA"
"w671313101",6,0,0,4,5,10,370,334,24.1154487779578,NA,NA,NA,NA,NA,NA,95.8184109245741,671313101,3803.535,"TSARATANANA_TSARATANANA"
"w671313102",6,0,0,5,5,11,343.6,327,14.5664432347104,NA,NA,NA,NA,NA,NA,73.3445560374094,671313102,8120.95,"TSARATANANA_TSARATANANA"
"w671313150",6,0,1,5,5,11,343.75,359.5,20.1234319875791,NA,NA,NA,NA,NA,NA,64.024912777392,671313150,8666.526,"TSARATANANA_TSARATANANA"
"w671313156",6,0,1,6,4,10,368,402,13.0413739401361,NA,NA,NA,NA,NA,NA,93.4650638632973,671313156,2053.303,"TSARATANANA_TSARATANANA"
"w671313162",6,1,0,6,6,2,294.75,302.5,18.0929309538965,11,6,1,209,209,19.2698148550364,95.141934983458,671313162,3086.999,"TSARATANANA_TSARATANANA"
"w671313167",6,0,1,1,2,3,373.75,346,9.50033480189484,NA,NA,NA,NA,NA,NA,54.4572275540067,671313167,3124.101,"TSARATANANA_TSARATANANA"
"w671313171",7,1,0,4,12,9,306.8,308,13.9964648663468,12,7,2,209,209,10.729459124634,89.0483295954658,671313171,2865.716,"TSARATANANA_TSARATANANA"
"w671313174",8,0,2,3,1,9,267.6,251,18.3526183387512,NA,NA,NA,NA,NA,NA,95.8413659681926,671313174,2702.081,"TSARATANANA_TSARATANANA"
"w671313176",9,2,1,6,6,10,279.2,287,23.7640335095046,12,6,3,170.5,170.5,20.6865123421028,87.8854249273753,671313176,17809.015,"TSARATANANA_TSARATANANA"
"w671442863",8,2,0,6,2,10,270.4,264,11.4867448519313,2,7,5,171,171,9.51955850131203,88.790670617175,671442863,8333.358,"TSARATANANA_TSARATANANA"
"w671442867",7,1,0,4,2,11,312.6,299,16.8505380351963,11,4,1,167,167,7.32602252765514,85.1492563331633,671442867,3543.632,"TSARATANANA_TSARATANANA"
"w671442871",6,1,0,4,1,9,300.25,265.5,13.3378593209054,11,9,4,278,278,8.55068458887545,80.6163113662274,671442871,4918.976,"TSARATANANA_TSARATANANA"
"w671442874",6,0,1,4,3,9,364.75,362.5,14.6476414593399,NA,NA,NA,NA,NA,NA,70.8439584390166,671442874,2074.91,"TSARATANANA_VOHITRARIVO"
"w671442877",8,1,1,4,12,10,278.8,252,15.4772404758474,12,6,3,175,175,20.0126793957124,80.598154811917,671442877,13913.987,"TSARATANANA_VOHITRARIVO"
"w671442894",6,0,0,5,5,10,364.4,349,19.8984337230985,NA,NA,NA,NA,NA,NA,98.8660986489783,671442894,2677.307,"TSARATANANA_TSARATANANA"
"w671442897",6,0,1,3,3,9,314.5,304.5,14.3110539444121,NA,NA,NA,NA,NA,NA,102.865567530141,671442897,4809.371,"TSARATANANA_TSARATANANA"
"w671442901",7,1,1,4,1,9,290.4,293,20.0643742762728,2,7,5,140,140,10.8089483854501,73.4722929515092,671442901,11395.333,"TSARATANANA_TSARATANANA"
"w671444094",7,1,0,5,2,10,322.4,307,14.7605163465273,12,5,2,139,139,2.10874821839097,69.0286589139418,671444094,8669.554,"AMBOHIMIERA_SAHASOMANGANA"
"w671444101",6,1,1,7,7,10,345.25,345,19.5004527090208,1,8,4,216,216,7.51023430445689,83.9961297435989,671444101,3382.98,"AMBOHIMIERA_MANARINONY"
"w671444103",7,1,2,6,12,9,285.666666666667,224,9.99015435313662,12,8,3,237,237,10.1417968847491,50.4478161938165,671444103,6852.029,"AMBOHIMIERA_MANARINONY"
"w671444125",6,0,2,5,4,9,321,317.5,4.37004467485629,NA,NA,NA,NA,NA,NA,34.7311932270314,671444125,2690.888,"AMBOHIMIERA_SAHASOMANGANA"
"w671444129",7,0,1,4,3,11,318,343,15.6311008605452,NA,NA,NA,NA,NA,NA,81.3370556917278,671444129,2469.013,"AMBOHIMIERA_SAHASOMANGANA"
"w671450788",10,2,2,6,1,10,248.2,223,26.4733440322912,12,6,3,156.5,156.5,14.6810928458383,97.8600398629475,671450788,3246.348,"AMBOHIMIERA_MANARINONY"
"w671450791",10,2,3,5,12,9,222.8,215,14.0969943973679,12,6,3,177.5,177.5,12.3796837299188,44.3108025964964,671450791,3328.986,"AMBOHIMIERA_MANARINONY"
"w671450793",7,1,1,7,5,8,340.4,264,21.395649897177,12,6,3,195,195,44.5801578431679,81.753685494914,671450793,4358.03,"AMBOHIMIERA_MANARINONY"
"w671450796",6,0,1,6,6,2,424,380.5,18.1617992183474,NA,NA,NA,NA,NA,NA,82.1601511259875,671450796,4731.447,"AMBOHIMIERA_MANARINONY"
"w671450817",10,3,1,6,1,10,256.4,209,25.7444798946641,1,6,3,150.666666666667,153,12.1404839864057,58.0789667836801,671450817,7090.641,"AMBOHIMIERA_MANARINONY"
"w671458427",6,0,0,6,6,10,368.8,371,26.8478363153244,NA,NA,NA,NA,NA,NA,92.7431238098477,671458427,3117.248,"AMBOHIMIERA_MANARINONY"
"w671458432",9,3,0,6,6,9,267.5,268,17.9003857379835,12,6,3,190.333333333333,188,17.0796029543147,56.7371138408892,671458432,6434.536,"AMBOHIMIERA_MANARINONY"
"w671458433",10,4,0,6,12,9,224,187,26.7299173011381,12,6,3,184.75,181.5,26.8021654439165,69.1189792155085,671458433,34636.498,"AMBOHIMIERA_MANARINONY"
"w671458435",9,2,1,7,6,9,235.6,216,10.972109313941,1,7,4,198.5,198.5,14.2193282445511,63.4378170374808,671458435,2092.297,"AMBOHIMIERA_MANARINONY"
"w671458438",10,3,2,6,12,9,199.4,194,29.5010637039662,12,6,3,183,180,31.8384102377262,82.9181526963022,671458438,8486.178,"AMBOHIMIERA_MANARINONY"
"w671461724",7,0,2,6,6,10,311.2,293,16.5748036635604,NA,NA,NA,NA,NA,NA,85.234244312032,671461724,17117.888,"TSARATANANA_VOHITRARIVO"
"w671461789",7,1,1,5,2,10,305.4,335,22.7670697168291,2,7,5,160,160,14.7894995477779,76.6402891137091,671461789,2747.529,"TSARATANANA_VOHITRARIVO"
"w671461801",6,0,1,6,2,12,331.25,353,14.9644082845904,NA,NA,NA,NA,NA,NA,74.929341555112,671461801,31821.541,"TSARATANANA_VOHITRARIVO"
"w671461816",6,0,2,5,6,10,335.333333333333,378,8.87538947184175,NA,NA,NA,NA,NA,NA,80.598252082226,671461816,2733.781,"TSARATANANA_VOHITRARIVO"
"w671461821",9,1,3,6,1,9,246.4,216,30.3640991106527,12,6,3,181,181,14.0864202459499,80.9041688814396,671461821,6936.738,"TSARATANANA_VOHITRARIVO"
"w671461836",11,4,1,6,12,9,199.6,202,21.9986043754228,12,6,3,172.25,167,15.8029124512653,72.1247708104184,671461836,36774.621,"TSARATANANA_VOHITRARIVO"
"w671461875",7,0,1,5,4,4,337.4,328,21.2010962148223,NA,NA,NA,NA,NA,NA,97.3772437593785,671461875,4233.072,"TSARATANANA_VOHITRARIVO"
"w671461881",9,0,3,5,1,8,298.8,287,8.8575051589549,NA,NA,NA,NA,NA,NA,94.6499184756869,671461881,3333.987,"TSARATANANA_VOHITRARIVO"
"w671461886",6,0,1,4,5,11,333,328,20.441035965189,NA,NA,NA,NA,NA,NA,80.6923627674119,671461886,3120.374,"TSARATANANA_VOHITRARIVO"
"w671472584",10,3,1,9,3,12,204.8,195,14.29544720782,1,9,6,197,188,10.0100408260577,94.8136036973015,671472584,7505.528,"TSARATANANA_AMBOHIMITA"
"w671472595",7,1,1,4,4,9,325.4,328,20.903086062739,12,6,2,187,187,13.9335559277931,92.6824267222065,671472595,2554.325,"AMBOHIMIERA_MANARINONY"
"w671472601",8,3,0,6,12,7,213.4,182,10.2914263096521,11,6,5,204,174,11.3683807171722,72.1604226511083,671472601,10780.691,"AMBOHIMIERA_MANARINONY"
"w671475259",6,0,1,4,7,11,333.6,335,14.4832058898019,NA,NA,NA,NA,NA,NA,62.0923590899926,671475259,6799.329,"MAROTOKO_MAROTOKO"
"w671475267",6,0,1,6,6,10,350.75,366,14.013995160878,NA,NA,NA,NA,NA,NA,68.0092246847408,671475267,17162.781,"MAROTOKO_MAROTOKO"
"w671480441",7,1,2,4,12,9,381.333333333333,272,14.1568221249806,12,12,6,350,350,14.1092450144523,106.35717884324,671480441,2809.986,"TSARATANANA_AMBOHIMITA"
"w671480442",5,0,0,4,12,7,378.2,405,8.61084437265918,NA,NA,NA,NA,NA,NA,62.7308241165187,671480442,6812.368,"TSARATANANA_AMBOHIMITA"
"w671480443",5,0,0,6,6,10,363.25,367,13.9200445090493,NA,NA,NA,NA,NA,NA,66.6064453396357,671480443,25087.749,"AMBOHIMIERA_VOHIMENA"
"w671480462",8,0,2,3,2,8,301.6,294,14.2252060294919,NA,NA,NA,NA,NA,NA,76.3624045618739,671480462,3708.213,"TSARATANANA_AMBOHIMITA"
"w671481605",8,1,1,7,4,10,307.2,293,20.3830271363643,1,6,3,153,153,7.41431477625791,92.8680539305904,671481605,3686.609,"MAROTOKO_MAROTOKO"
"w671481606",6,0,0,7,7,3,374.2,371,10.9710538728084,NA,NA,NA,NA,NA,NA,61.141249380364,671481606,16634.766,"MAROTOKO_MANDIAFASINA"
"w671481607",6,0,1,4,4,10,323.6,321,12.7027512495395,NA,NA,NA,NA,NA,NA,51.4859621493485,671481607,2260.043,"MAROTOKO_MANDIAFASINA"
"w671486173",9,3,0,6,2,10,263.4,244,30.8276789920911,2,8,5,172,174,32.1268208565208,106.279838818463,671486173,2978.629,"TSARATANANA_AMBOHIMITA"
"w671486176",6,0,1,6,6,10,350.5,359,8.23768666577559,NA,NA,NA,NA,NA,NA,60.8182349615634,671486176,16176.399,"TSARATANANA_AMBOHIMITA"
"w671486183",7,0,1,4,2,11,351.6,335,22.1192673760919,NA,NA,NA,NA,NA,NA,78.1358879314736,671486183,9953.999,"TSARATANANA_AMBOHIMITA"
"w671486194",7,0,1,6,4,10,318.4,293,23.1122846069248,NA,NA,NA,NA,NA,NA,99.0006651924569,671486194,2146.325,"TSARATANANA_AMBOHIMITA"
"w671487667",6,0,1,3,4,9,361.5,356.5,16.9029252247146,NA,NA,NA,NA,NA,NA,94.7347150314439,671487667,4674.042,"AMPASINAMBO_VOLOBE"
"w671487675",6,0,1,5,5,11,378.75,360,23.4652533598659,NA,NA,NA,NA,NA,NA,85.8276437485926,671487675,5897.616,"AMPASINAMBO_VOLOBE"
"w671494343",8,2,1,6,2,10,254.75,252,19.3531449323279,2,7,4,167,167,14.4970644326271,52.7049410206277,671494343,17260.594,"MAROTOKO_MANDIAFASINA"
"w671494344",5,0,0,6,6,12,370,370.5,15.010015949644,NA,NA,NA,NA,NA,NA,56.5426493791247,671494344,28443.874,"MAROTOKO_MANDIAFASINA"
"w671494345",6,0,0,6,7,12,356,362,19.016414060066,NA,NA,NA,NA,NA,NA,79.1687703147881,671494345,32169.607,"MAROTOKO_MANDIAFASINA"
"w671494346",5,0,0,6,6,2,445,349.5,17.0405219664834,NA,NA,NA,NA,NA,NA,49.1479283636309,671494346,13138.466,"MAROTOKO_MANDIAFASINA"
"w671494347",8,2,0,7,2,9,285,300,23.0631128190078,1,7,4,166,166,9.44557804134571,78.0903631458939,671494347,4005.437,"MAROTOKO_MANDIAFASINA"
"w671494348",7,0,1,6,6,9,344.6,321,21.9159012569131,NA,NA,NA,NA,NA,NA,99.3593698636544,671494348,2522.927,"MAROTOKO_MANDIAFASINA"
"w671494362",6,0,0,6,6,10,347.4,335,19.4953960412278,NA,NA,NA,NA,NA,NA,73.0736371598046,671494362,5639.626,"MAROTOKO_MANDIAFASINA"
"w671494363",7,1,0,6,4,11,303,328,20.2916887508325,12,6,2,167,167,19.0449561053022,75.6892223773139,671494363,17630.436,"MAROTOKO_MANDIAFASINA"
"w671494364",7,0,2,5,3,10,319.8,349,5.62963488217443,NA,NA,NA,NA,NA,NA,57.9754041276855,671494364,5987.714,"MAROTOKO_MANDIAFASINA"
"w671494665",6,0,0,4,2,9,370.2,383,15.9147656449585,NA,NA,NA,NA,NA,NA,77.0350987474035,671494665,5478.939,"TSARATANANA_ANALAMARINA"
"w671494669",7,0,1,4,4,9,330.6,308,19.0461138365446,NA,NA,NA,NA,NA,NA,93.133585799935,671494669,6970.454,"TSARATANANA_ANALAMARINA"
"w671494679",5,1,0,3,5,9,338.5,307.5,19.3922393867023,1,6,4,146,146,6.00349150353823,83.6882253128332,671494679,2548.083,"TSARATANANA_ANALAMARINA"
"w671494682",7,1,1,5,5,9,304,307,19.8983122741927,11,7,2,237,237,17.7329930400148,95.1357774721797,671494682,2932.574,"TSARATANANA_ANALAMARINA"
"w671494683",6,2,0,6,5,10,296.5,307,32.3868287894978,1,6,4,167.5,167.5,28.8608970116787,95.9680355691668,671494683,3689.094,"TSARATANANA_ANALAMARINA"
"w671494684",5,0,1,5,7,11,452,559,18.5038620143736,NA,NA,NA,NA,NA,NA,100.24288770869,671494684,7063.12,"TSARATANANA_AMBOHIMITA"
"w671494691",6,0,1,5,5,10,342,328,29.0712150349527,NA,NA,NA,NA,NA,NA,98.2440453119029,671494691,2988.27,"TSARATANANA_AMBOHIMITA"
"w671502678",6,1,0,3,3,10,340,338,18.1649364833449,11,6,2,202,202,9.09367944768937,98.6987058180138,671502678,2602.022,"TSARATANANA_ANALAMARINA"
"w671502679",6,1,0,2,3,9,313.75,348,11.6983982956234,1,10,4,286,286,5.68216317744263,75.0412570569144,671502679,5942.824,"TSARATANANA_ANALAMARINA"
"w671539256",5,0,0,6,6,1,371.75,372.5,26.3558790259694,NA,NA,NA,NA,NA,NA,63.347779115232,671539256,60246.3,"MAROTOKO_MANDIAFASINA"
"w671539257",8,0,2,6,1,10,280.4,237,27.8580230391233,NA,NA,NA,NA,NA,NA,61.6730804617851,671539257,29132.252,"MAROTOKO_MANDIAFASINA"
"w671539279",6,0,0,4,3,11,360.2,385,18.9670483279032,NA,NA,NA,NA,NA,NA,73.5161007696136,671539279,6777.817,"MAROTOKO_MANDIAFASINA"
"w671539294",5,0,0,6,6,1,370,373.5,25.4229288185098,NA,NA,NA,NA,NA,NA,58.6617323195182,671539294,36032.078,"MAROTOKO_MANDIAFASINA"
"w671543653",5,0,0,6,6,1,371.75,373.5,17.9056290832102,NA,NA,NA,NA,NA,NA,66.9311407491804,671543653,32111.917,"AMPASINAMBO_AMPASINAMBO"
"w671544193",7,1,1,5,5,9,323,356.5,18.7462396326134,12,6,2,173,173,10.123352046329,64.8994340816554,671544193,15432.214,"MAROTOKO_MANDIAFASINA"
"w671544202",7,0,1,6,6,10,311.2,342,11.311641763442,NA,NA,NA,NA,NA,NA,52.1028299513605,671544202,11278.279,"MAROTOKO_MANDIAFASINA"
"w671544203",5,0,0,6,6,11,368.5,370,18.6542497872148,NA,NA,NA,NA,NA,NA,68.6318339117031,671544203,13125.398,"MAROTOKO_MAROTOKO"
"w671544213",6,0,0,6,5,1,351.8,349,16.9635015970127,NA,NA,NA,NA,NA,NA,61.677063934114,671544213,30259.276,"MAROTOKO_MANDIAFASINA"
"w671544562",5,0,0,5,4,9,366.25,344.5,12.5577014714339,NA,NA,NA,NA,NA,NA,73.2453753656515,671544562,11276.791,"AMPASINAMBO_AMPASINAMBO"
"w671544563",5,0,0,6,4,1,363.25,367,13.2205855644188,NA,NA,NA,NA,NA,NA,64.0779713154322,671544563,7168.663,"AMPASINAMBO_AMPASINAMBO"
