"full_id","num_season","year_2season","num_inactive","start_month_mode_seasonPrim","end_month_mode_seasonPrim","peak_month_mode_seasonPrim","dur_day_mean_seasonPrim","dur_day_median_seasonPrim","amp_mean_seasonPrim","start_month_mode_seasonSec","end_month_mode_seasonSec","peak_month_mode_seasonSec","dur_day_mean_seasonSec","dur_day_median_seasonSec","amp_mean_seasonSec","perc_max","osm_id","rcf_superficie","comm_fkt"
"w667674251",5,1,0,7,5,11,475.5,318,8.06977396318615,12,6,3,187,187,4.02931655550263,59.9723245621404,667674251,11499.918,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w667674259",5,0,0,6,6,2,365,357,28.3029995871931,NA,NA,NA,NA,NA,NA,55.9375292318286,667674259,67355.947,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w667676722",10,4,0,6,2,10,217.2,194,28.9430063953621,2,6,2,170.5,163.5,21.636241472409,89.38823681548,667676722,4798.563,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w667676724",8,2,0,5,10,12,274.8,300,20.9321055917547,10,5,2,219,219,37.3126802468895,81.2768313340606,667676724,17824.482,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w667680844",6,0,1,4,3,9,364.5,390.5,12.9155177120771,NA,NA,NA,NA,NA,NA,37.0916271878076,667680844,5788.786,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w667680845",5,0,0,4,5,9,377,380,15.2883451973422,NA,NA,NA,NA,NA,NA,57.8795715536767,667680845,42477.363,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w667680853",6,1,0,8,8,11,319.6,308,16.6821676851061,2,8,5,181,181,8.87863870059547,66.026375354725,667680853,3165.41,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w667685155",6,0,1,6,6,4,323.6,341,12.0584068442616,NA,NA,NA,NA,NA,NA,74.2108538169642,667685155,7895.581,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w667685157",6,0,1,6,5,10,343.75,342.5,11.1390796449423,NA,NA,NA,NA,NA,NA,29.1356702236947,667685157,8767.085,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w667685158",7,0,1,5,1,12,309.6,292,7.82739235019391,NA,NA,NA,NA,NA,NA,54.909846149427,667685158,5704.486,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w667685159",4,0,0,6,8,12,484,335,24.7800667294386,NA,NA,NA,NA,NA,NA,88.6553490845119,667685159,2427.776,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w667685160",5,0,0,6,7,1,370,369.5,21.313578241976,NA,NA,NA,NA,NA,NA,55.485587055302,667685160,64619.074,"MAROTOKO_AMBALAVIA"
"w667687816",6,0,1,3,3,8,340.5,363.5,9.64141609896587,NA,NA,NA,NA,NA,NA,29.3541599162261,667687816,4747.421,"MAROTOKO_AMBALAVIA"
"w667692075",5,0,0,7,7,1,359.75,356.5,45.9618493901124,NA,NA,NA,NA,NA,NA,93.7418720797364,667692075,14837.188,"MAROTOKO_AMBATOMITRATRAKA"
"w667692078",5,0,0,6,5,3,359.5,353,21.6763930063827,NA,NA,NA,NA,NA,NA,91.1125423370121,667692078,11124.675,"MAROTOKO_AMBATOMITRATRAKA"
"w667692079",6,1,1,1,1,9,314,289.5,23.9897985067527,11,3,2,510,510,33.4969921810428,86.5495457444852,667692079,2121.13,"MAROTOKO_AMBATOMITRATRAKA"
"w667692080",9,3,1,6,1,9,209,194.5,20.170655043701,1,6,5,192.333333333333,189,29.4584717135921,74.2045315164833,667692080,6556.109,"MAROTOKO_AMBATOMITRATRAKA"
"w667692081",7,2,0,6,2,10,291.4,286,17.6688326296742,2,6,4,146.5,146.5,8.40936647379009,45.6102531136979,667692081,11555.119,"MAROTOKO_AMBATOMITRATRAKA"
"w667692084",6,0,1,6,6,10,340.75,336,21.9213055844626,NA,NA,NA,NA,NA,NA,85.9472740464851,667692084,2994.762,"MAROTOKO_AMBATOMITRATRAKA"
"w667692085",4,0,0,5,6,2,372,370,29.672096451181,NA,NA,NA,NA,NA,NA,74.1732308869882,667692085,18434.902,"MAROTOKO_AMBATOMITRATRAKA"
"w667694897",6,0,1,6,6,10,339,362,19.0304676350698,NA,NA,NA,NA,NA,NA,80.7732512604201,667694897,5014.003,"MAROTOKO_AMBATOMITRATRAKA"
"w667694903",4,0,1,6,6,1,374.666666666667,376,21.6092877191877,NA,NA,NA,NA,NA,NA,63.524162764023,667694903,4387.923,"MAROTOKO_AMBATOMITRATRAKA"
"w667694904",8,1,1,7,12,9,302.8,265,12.9770556546068,12,6,3,202,202,5.81902335425863,57.9638082587017,667694904,10765.542,"MAROTOKO_AMBATOMITRATRAKA"
"w667694906",6,0,1,6,6,11,330,349,32.4150971139898,NA,NA,NA,NA,NA,NA,84.1734942301995,667694906,19679.71,"MAROTOKO_AMBATOMITRATRAKA"
"w667694909",8,1,1,6,6,10,264.8,265,18.7325531534605,1,8,4,209,209,6.55766569015728,54.3121659770893,667694909,3899.49,"MAROTOKO_AMBATOMITRATRAKA"
"w667694910",7,0,1,5,7,11,329.2,334,18.1370208631863,NA,NA,NA,NA,NA,NA,64.1672323582949,667694910,2933.115,"MAROTOKO_AMBATOMITRATRAKA"
"w667694912",9,1,2,6,8,5,291.4,314,13.2990925699124,11,6,2,202,202,10.8284470238526,54.6539453645623,667694912,5630.752,"MAROTOKO_AMBATOMITRATRAKA"
"w667696147",6,1,0,5,5,2,319.5,359.5,24.1738627480693,11,6,3,194,194,25.3593303285378,67.7319062294421,667696147,23262.003,"MAROTOKO_AMBATOMITRATRAKA"
"w667696158",8,1,1,6,6,1,295.4,306,23.8811835166421,1,8,5,189,189,15.5648804695876,77.0652631217628,667696158,2625.76,"MAROTOKO_AMBATOMITRATRAKA"
"w667696159",6,0,0,5,3,10,353.2,392,11.9249193770814,NA,NA,NA,NA,NA,NA,60.1293505067013,667696159,2529.814,"MAROTOKO_AMBATOMITRATRAKA"
